X,B,CD4T,CD8T,G,Mo,NK,RBC
cg14059835,0.111493,0.121735,0.11246,0.054259,0.071065,0.490195,0.139568
cg14064335,0.077967,0.092318,0.110477,0.092562,0.075389,0.263012,0.083526
cg14082893,0.052631,0.252276,0.079108,0.05302,0.05591,0.051618,0.05753
cg14084689,0.186877,0.208448,0.217286,0.203756,0.178636,0.577328,0.180206
cg14086692,0.055494,0.699782,0.527647,0.195138,0.15836,0.429923,0.24324
cg14087413,0.039782,0.64668,0.383473,0.824314,0.605462,0.330543,0.551693
cg14177925,0.594931,0.267924,0.354466,0.393668,0.349261,0.412652,0.242902
cg14180030,0.111945,0.327615,0.511653,0.072985,0.077334,0.359685,0.183699
cg14187724,0.176993,0.136581,0.177482,0.076208,0.085343,0.416804,0.1183
cg14227558,0.218336,0.043575,0.04028,0.036703,0.048722,0.036514,0.428826
cg14237903,0.116851,0.36647,0.119068,0.063151,0.057818,0.130742,0.141842
cg14242696,0.161507,0.221371,0.228143,0.152031,0.147302,0.423302,0.152812
cg14255417,0.636956,0.075073,0.07331,0.070547,0.082152,0.104231,0.320727
cg14260695,0.081399,0.265622,0.273072,0.087866,0.088049,0.451796,0.119424
cg14266156,0.166716,0.292377,0.684333,0.404897,0.381028,0.506784,0.331089
cg14283454,0.218944,0.200805,0.379765,0.092073,0.075723,0.149745,0.100384
cg14317609,0.780463,0.064189,0.072865,0.047029,0.055925,0.051354,0.073803
cg14329026,0.808804,0.548266,0.554618,0.430277,0.452478,0.522053,0.483214
cg14362925,0.803116,0.612996,0.645743,0.502662,0.618048,0.644312,0.367665
cg14415629,0.599206,0.083298,0.098584,0.328808,0.240803,0.373688,0.35903
cg14426428,0.079534,0.267785,0.637606,0.082487,0.087131,0.464639,0.106598
cg14430943,0.117115,0.063715,0.058816,0.080839,0.067999,0.077957,0.403046
cg14459059,0.940658,0.368136,0.626689,0.772789,0.72962,0.439438,0.319149
cg14475875,0.150619,0.426773,0.24222,0.07623,0.079169,0.266988,0.138773
cg14503291,0.770514,0.398208,0.284584,0.275536,0.309066,0.122622,0.133886
cg14510967,0.044824,0.220316,0.057515,0.047454,0.045474,0.048619,0.06
cg14519515,0.771256,0.549233,0.590784,0.294238,0.379308,0.475793,0.450317
cg14531665,0.874526,0.688846,0.524133,0.15273,0.687795,0.400047,0.528248
cg14574996,0.833145,0.551316,0.555453,0.135418,0.096625,0.156564,0.576724
cg14652230,0.292434,0.060874,0.071525,0.090711,0.103574,0.111143,0.136403
cg14658964,0.17365,0.133259,0.146159,0.062888,0.071287,0.395734,0.200413
cg14675881,0.134118,0.407119,0.221798,0.084615,0.087887,0.103657,0.188405
cg14689515,0.135272,0.303288,0.640001,0.657781,0.466817,0.843928,0.478869
cg14692854,0.109544,0.166472,0.186319,0.138583,0.079175,0.343662,0.078744
cg14694191,0.048143,0.380062,0.547985,0.17501,0.065499,0.375806,0.207412
cg14707834,0.398564,0.244467,0.192491,0.163209,0.149181,0.099184,0.204535
cg14802312,0.048596,0.050364,0.053288,0.067359,0.119185,0.052159,0.435383
cg14811105,0.139312,0.150873,0.154613,0.125585,0.132135,0.464411,0.122668
cg14913777,0.032379,0.036018,0.03791,0.03685,0.038005,0.033049,0.260223
cg14939082,0.191686,0.064058,0.11967,0.159263,0.133014,0.373504,0.125294
cg14963724,0.834652,0.423062,0.418928,0.069016,0.230596,0.488115,0.517872
cg14967066,0.212799,0.097401,0.105473,0.195175,0.20947,0.099694,0.401967
cg15030789,0.804056,0.319305,0.350757,0.189037,0.218798,0.413191,0.6258
cg15033140,0.42354,0.639844,0.62514,0.59493,0.607638,0.818699,0.525838
cg15035421,0.151173,0.092736,0.081368,0.469203,0.316501,0.116977,0.171243
cg15059548,0.741611,0.293315,0.319215,0.330977,0.370615,0.24711,0.40539
cg15087459,0.919836,0.155823,0.150646,0.173699,0.507589,0.679239,0.742824
cg15139596,0.043529,0.046674,0.04652,0.048523,0.0476,0.042947,0.231498
cg15153141,0.043095,0.392171,0.207321,0.105783,0.044923,0.076721,0.645714
cg15161854,0.774168,0.279883,0.142242,0.445415,0.456754,0.307796,0.340172
cg15227982,0.277194,0.124066,0.170014,0.17382,0.152646,0.47362,0.207987
cg15244101,0.297095,0.584357,0.780809,0.046784,0.060694,0.526123,0.252284
cg15245051,0.691604,0.097416,0.077524,0.380251,0.273633,0.182679,0.486256
cg15258980,0.110001,0.147971,0.248927,0.079397,0.084294,0.546575,0.236556
cg15298486,0.693997,0.403563,0.33273,0.391822,0.311773,0.143084,0.367167
cg15357075,0.365719,0.090801,0.155058,0.058631,0.069848,0.084994,0.072079
cg15374234,0.15891,0.4241,0.453181,0.079259,0.089731,0.683231,0.243733
cg15384400,0.081921,0.08176,0.087026,0.122058,0.235327,0.079203,0.522625
cg15389025,0.106477,0.238554,0.391317,0.059428,0.063906,0.14872,0.076012
cg15431934,0.703404,0.229876,0.363048,0.134157,0.236462,0.355718,0.168636
cg15488194,0.498453,0.07627,0.080533,0.069679,0.069666,0.074129,0.08275
cg15535471,0.528027,0.119579,0.21918,0.861371,0.574821,0.196891,0.373053
cg15569052,0.065997,0.146371,0.136593,0.062427,0.080951,0.077287,0.338717
cg15577373,0.377767,0.21987,0.199003,0.131328,0.165063,0.191697,0.11336
cg15588215,0.115984,0.123841,0.150943,0.100581,0.107402,0.337825,0.116151
cg15607358,0.360462,0.47524,0.643821,0.358748,0.357801,0.337303,0.270363
cg15626112,0.439026,0.07056,0.055359,0.214717,0.276649,0.068158,0.219817
cg15647617,0.849611,0.259818,0.326635,0.6347,0.652079,0.631806,0.683475
cg15657641,0.059389,0.361725,0.186715,0.072384,0.064908,0.184475,0.086988
cg15678817,0.042492,0.038951,0.042489,0.040996,0.059008,0.047946,0.299802
cg15691199,0.04151,0.046457,0.045871,0.041878,0.049058,0.407295,0.229429
cg15694715,0.326975,0.183778,0.378419,0.335336,0.198591,0.600243,0.268016
cg15698795,0.040556,0.076021,0.039284,0.086122,0.083976,0.038576,0.423681
cg15722438,0.181325,0.145829,0.072019,0.074177,0.07002,0.091539,0.389953
cg15752436,0.049859,0.051863,0.050101,0.173683,0.075132,0.06496,0.574107
cg15756507,0.70428,0.047877,0.053044,0.462265,0.492645,0.155483,0.384089
cg15815827,0.474274,0.141895,0.135817,0.178696,0.217944,0.31049,0.251107
cg15821562,0.712368,0.139674,0.117786,0.21545,0.527346,0.224237,0.506001
cg15829728,0.045957,0.326658,0.241834,0.088359,0.09353,0.560812,0.150009
cg15832300,0.768748,0.17948,0.144763,0.097614,0.110132,0.229154,0.510824
cg15834395,0.571285,0.07086,0.07504,0.243914,0.226764,0.096566,0.411851
cg15871766,0.937725,0.591982,0.382249,0.516055,0.726141,0.175875,0.685722
cg15890754,0.265185,0.321129,0.335139,0.25004,0.234626,0.623164,0.217309
cg15893360,0.83083,0.650269,0.271656,0.650498,0.654947,0.377144,0.507762
cg15896892,0.054165,0.063934,0.095417,0.358413,0.344644,0.65786,0.229413
cg15906007,0.841072,0.105737,0.136369,0.183959,0.415095,0.093518,0.213293
cg15929276,0.098843,0.140552,0.208603,0.103688,0.100637,0.372197,0.137594
cg16013543,0.057871,0.068998,0.073719,0.094002,0.121219,0.555308,0.203195
cg16024891,0.114456,0.243067,0.229127,0.089794,0.098982,0.403786,0.113268
cg16042943,0.767318,0.564447,0.498417,0.379231,0.542624,0.513178,0.360366
cg16058600,0.341802,0.55858,0.511049,0.333,0.331466,0.792629,0.291087
cg16154857,0.899976,0.325872,0.617683,0.662202,0.744793,0.30058,0.326517
cg16178415,0.357089,0.162167,0.11216,0.140687,0.169342,0.093114,0.178159
cg16202624,0.074727,0.138871,0.381217,0.086372,0.080246,0.116092,0.087766
cg16256390,0.088199,0.104676,0.179377,0.071197,0.072877,0.36387,0.10411
cg16301004,0.881185,0.327419,0.474695,0.075383,0.100573,0.409974,0.639164
cg16306654,0.81837,0.581517,0.542093,0.621219,0.619334,0.22194,0.244193
cg16335868,0.091729,0.250763,0.529824,0.1438,0.116337,0.347132,0.153225
cg16357582,0.598822,0.322713,0.328014,0.405389,0.432488,0.370575,0.388983
cg16378015,0.906052,0.463598,0.345819,0.667996,0.682718,0.707186,0.414514
cg16382047,0.396428,0.412419,0.170914,0.151458,0.148093,0.662108,0.422335
cg16384864,0.501891,0.423136,0.373939,0.701752,0.549569,0.226149,0.545728
cg16417118,0.836884,0.318588,0.460377,0.605932,0.508767,0.499618,0.591281
cg16443148,0.107909,0.209735,0.417597,0.090441,0.089219,0.108612,0.090484
cg16474184,0.098286,0.113934,0.184308,0.165406,0.10429,0.451254,0.125823
cg16505233,0.050438,0.046866,0.048848,0.08356,0.047383,0.073672,0.481832
cg16510793,0.124147,0.135632,0.142721,0.132655,0.124775,0.33732,0.130629
cg16516405,0.116858,0.165108,0.049294,0.499956,0.227245,0.151197,0.274283
cg16536330,0.569437,0.061949,0.076028,0.168966,0.261545,0.108379,0.126646
cg16553500,0.164603,0.176621,0.173729,0.141808,0.16033,0.479953,0.162297
cg16565294,0.868082,0.089776,0.119605,0.713089,0.693549,0.410831,0.665354
cg16582517,0.092994,0.314684,0.310857,0.595389,0.100016,0.232913,0.320598
cg16597079,0.505419,0.148653,0.057677,0.337935,0.289452,0.086284,0.32524
cg16618104,0.088699,0.38739,0.615385,0.135125,0.078566,0.08292,0.075384
cg16635948,0.093548,0.11035,0.135159,0.088232,0.092245,0.391812,0.134268
cg16651877,0.482815,0.283916,0.43603,0.342554,0.159669,0.745487,0.551935
cg16677191,0.841135,0.480119,0.510027,0.105283,0.141721,0.608775,0.623533
cg16692249,0.133486,0.431652,0.595503,0.070018,0.078068,0.098486,0.075821
cg16704703,0.894844,0.283835,0.453351,0.462066,0.153257,0.556223,0.661454
cg16714154,0.192582,0.228608,0.422984,0.049159,0.047623,0.117145,0.166615
cg16721194,0.085187,0.345068,0.175086,0.067511,0.072197,0.129698,0.13692
cg16731157,0.160105,0.073198,0.076634,0.104387,0.101805,0.330277,0.139541
cg16736826,0.650639,0.499793,0.497789,0.500519,0.494817,0.497451,0.306499
cg16749930,0.067486,0.074365,0.071615,0.075221,0.078676,0.077472,0.315747
cg16797421,0.52966,0.111065,0.155329,0.098722,0.071776,0.082161,0.263173
cg16807061,0.110514,0.10906,0.116098,0.10508,0.121782,0.29675,0.136166
cg16808156,0.673639,0.504018,0.514032,0.337819,0.408605,0.442473,0.347878
cg16810279,0.03555,0.06677,0.336111,0.04081,0.04055,0.153666,0.052044
cg16814786,0.708269,0.533911,0.527782,0.062643,0.061362,0.54856,0.490267
cg16817070,0.467755,0.112911,0.186912,0.184701,0.108352,0.227522,0.255823
cg16821992,0.063654,0.199426,0.425697,0.066751,0.050012,0.227422,0.075879
cg16822174,0.901857,0.603806,0.443549,0.284969,0.545839,0.397594,0.294582
cg16847760,0.520515,0.441393,0.453317,0.352659,0.27908,0.776798,0.499088
cg16860004,0.109372,0.400049,0.227561,0.106805,0.115134,0.102278,0.106088
cg16861964,0.138353,0.104246,0.435451,0.116223,0.07943,0.077203,0.092734
cg16871828,0.110381,0.444239,0.290157,0.089595,0.098008,0.287077,0.114089
cg16873443,0.09452,0.329188,0.154017,0.089155,0.099059,0.087586,0.090625
cg16893868,0.058828,0.177567,0.152484,0.05926,0.059085,0.546214,0.129419
cg16919680,0.852773,0.536656,0.362351,0.56436,0.578334,0.250196,0.50555
cg16924010,0.063657,0.108784,0.081933,0.057795,0.057694,0.064497,0.270249
cg16927242,0.086561,0.115834,0.108229,0.076429,0.087302,0.282022,0.084861
cg16941568,0.328062,0.376532,0.554768,0.320708,0.320161,0.319743,0.29847
cg16993754,0.138975,0.433969,0.143315,0.132057,0.131257,0.146407,0.120679
cg17009616,0.205637,0.218732,0.233006,0.111077,0.274529,0.312052,0.507098
cg17033047,0.148833,0.082228,0.066374,0.141329,0.084364,0.432141,0.113698
cg17042439,0.927666,0.060943,0.082918,0.614982,0.75222,0.737766,0.654502
cg17054060,0.386815,0.155195,0.14689,0.127567,0.137023,0.194364,0.143256
cg17056607,0.075388,0.323467,0.365426,0.084478,0.093494,0.578657,0.210617
cg17074014,0.953139,0.653129,0.328096,0.187243,0.450984,0.499178,0.736026
cg17088014,0.912536,0.743372,0.753625,0.389555,0.475796,0.532877,0.245223
cg17115419,0.943161,0.271784,0.466529,0.78283,0.60116,0.670308,0.75828
cg17130457,0.758473,0.608427,0.494113,0.193884,0.068607,0.080915,0.473357
cg17157894,0.067137,0.062747,0.066288,0.114084,0.0711,0.070752,0.369288
cg17170262,0.87717,0.135588,0.245736,0.525367,0.722137,0.205192,0.19882
cg17243044,0.600028,0.325231,0.302297,0.310721,0.310334,0.169116,0.394305
cg17260706,0.429066,0.439911,0.304922,0.408098,0.309983,0.637169,0.332339
cg17278401,0.70952,0.379789,0.364922,0.53881,0.280488,0.425495,0.424164
cg17322655,0.393274,0.047173,0.051548,0.903943,0.74057,0.528217,0.690182
cg17327171,0.912695,0.347116,0.64011,0.345193,0.399113,0.743761,0.494506
cg17329648,0.269136,0.689043,0.445902,0.10002,0.123654,0.265547,0.172195
cg17332306,0.158845,0.206817,0.484777,0.037566,0.036457,0.138244,0.061686
cg17338146,0.465843,0.489323,0.490018,0.78923,0.255352,0.2575,0.555508
cg17434008,0.495167,0.704823,0.55433,0.129825,0.409949,0.450305,0.42076
cg17476271,0.119526,0.290694,0.501809,0.149393,0.150582,0.274841,0.151383
cg17478979,0.676076,0.190258,0.161981,0.073556,0.082262,0.221568,0.131279
cg17511472,0.631543,0.662133,0.681414,0.625372,0.625819,0.857144,0.563044
cg17516247,0.817101,0.344804,0.368937,0.661312,0.608221,0.220988,0.561998
cg17580045,0.089762,0.09037,0.126786,0.082716,0.091877,0.291599,0.096974
cg17611742,0.741436,0.077257,0.073697,0.549775,0.558642,0.20135,0.383539
cg17627559,0.085805,0.275388,0.124272,0.079817,0.080628,0.074016,0.076748
cg17638468,0.038691,0.039791,0.048989,0.036807,0.043114,0.235118,0.053843
cg17654050,0.273597,0.630324,0.518762,0.304116,0.303285,0.833889,0.301663
cg17675492,0.476419,0.275296,0.306556,0.269804,0.284086,0.105725,0.101224
cg17707057,0.287204,0.075798,0.067868,0.068329,0.096596,0.076804,0.540201
cg17714703,0.104787,0.039765,0.059821,0.191863,0.143165,0.419891,0.243642
cg17715243,0.525222,0.086542,0.083504,0.182367,0.265902,0.159303,0.302167
cg17738213,0.050758,0.077359,0.096286,0.048363,0.055938,0.392749,0.076559
cg17766305,0.04297,0.089543,0.244252,0.096601,0.064544,0.856054,0.224765
cg17775490,0.068046,0.150021,0.278132,0.061005,0.063607,0.512693,0.122786
cg17779658,0.069918,0.614424,0.833405,0.353884,0.248907,0.566176,0.365985
cg17796323,0.293063,0.338911,0.255664,0.324738,0.335276,0.507283,0.313989
cg17801864,0.124949,0.236994,0.330824,0.099188,0.104778,0.659046,0.20731
cg17820065,0.726903,0.564169,0.53064,0.379537,0.438398,0.407818,0.424251
cg17824540,0.652787,0.283898,0.320601,0.849556,0.60214,0.28667,0.252477
cg17854066,0.509119,0.121137,0.168522,0.040976,0.042048,0.039177,0.186562
cg17885791,0.721314,0.516873,0.52833,0.466944,0.474593,0.49989,0.440992
cg17894755,0.230216,0.096384,0.12858,0.138072,0.120012,0.4141,0.157457
cg17950169,0.196128,0.133437,0.100256,0.22127,0.204424,0.433928,0.19421
cg17950348,0.898076,0.67106,0.601613,0.046178,0.072089,0.051749,0.55266
cg17966344,0.072942,0.070784,0.116816,0.051648,0.064041,0.355931,0.159085
cg17980786,0.848489,0.344016,0.292102,0.532421,0.602838,0.689179,0.292904
cg17988310,0.1375,0.067007,0.063567,0.09197,0.072785,0.525706,0.245489
cg18013356,0.496432,0.627886,0.657306,0.416784,0.453976,0.809998,0.558277
cg18101488,0.549525,0.111016,0.179172,0.329983,0.394461,0.387763,0.371892
cg18105842,0.398409,0.379661,0.418361,0.247825,0.302752,0.587907,0.366985
cg18109838,0.071081,0.098164,0.106272,0.076369,0.063328,0.269745,0.082997
cg18132851,0.143241,0.474976,0.248523,0.112309,0.110365,0.140564,0.108161
cg18222865,0.87739,0.476409,0.34935,0.408911,0.364605,0.699718,0.595169
cg18263166,0.670481,0.086619,0.071656,0.289737,0.071936,0.085459,0.224386
cg18275316,0.321672,0.11322,0.120729,0.076946,0.089805,0.141581,0.092571
cg18293662,0.096069,0.102288,0.112799,0.082149,0.078482,0.266182,0.093459
cg18304305,0.33274,0.135609,0.152122,0.127022,0.117997,0.128463,0.137811
cg18320356,0.126835,0.060795,0.056937,0.094298,0.091533,0.061965,0.491805
cg18336453,0.727275,0.333173,0.353471,0.488752,0.381894,0.503289,0.547093
cg18340445,0.096681,0.246403,0.461181,0.087859,0.088227,0.230731,0.078488
cg18353345,0.173873,0.11523,0.115917,0.059281,0.069581,0.348728,0.104316
cg18376497,0.544116,0.686174,0.841735,0.262954,0.261241,0.608946,0.169035
cg18390959,0.511825,0.748095,0.488588,0.338523,0.356897,0.141141,0.394749
cg18394567,0.529927,0.491093,0.483168,0.490617,0.50098,0.765225,0.406836
cg18398753,0.061314,0.064592,0.059931,0.095244,0.074604,0.062764,0.304832
cg18411108,0.516843,0.136787,0.089455,0.206238,0.24667,0.098304,0.125542
cg18427856,0.08093,0.086113,0.07574,0.135761,0.074182,0.092156,0.41707
cg18428006,0.825524,0.150001,0.126001,0.638136,0.66599,0.327249,0.363545
cg18437209,0.040319,0.037378,0.045508,0.040635,0.037345,0.333939,0.086281
cg18440048,0.049872,0.359298,0.062036,0.068968,0.074856,0.106539,0.078047
cg18445438,0.848422,0.527251,0.429887,0.609875,0.564581,0.629815,0.353692
cg18515872,0.087959,0.09609,0.080412,0.073377,0.07431,0.077745,0.269124
cg18642369,0.672065,0.069469,0.069137,0.420457,0.290666,0.370445,0.287459
cg18660898,0.676568,0.524274,0.491461,0.259168,0.217817,0.148708,0.396098
cg18672030,0.679078,0.084226,0.060689,0.09753,0.067356,0.374565,0.319854
cg18696027,0.054853,0.439285,0.613925,0.046613,0.043447,0.360355,0.338945
cg18701685,0.734108,0.108477,0.122964,0.271123,0.334162,0.368875,0.523924
cg18728025,0.188061,0.37147,0.569506,0.186926,0.200768,0.170489,0.16365
cg18758976,0.582777,0.084496,0.208759,0.26183,0.223575,0.429524,0.243593
cg18763536,0.521213,0.26823,0.251536,0.332483,0.331365,0.285937,0.301091
cg18787975,0.168944,0.392993,0.173351,0.103382,0.083498,0.145909,0.095363
cg18825531,0.585812,0.634432,0.810755,0.137503,0.059244,0.379248,0.213892
cg18853490,0.647983,0.160818,0.214146,0.25875,0.347904,0.09965,0.228877
cg18854004,0.21028,0.620473,0.425497,0.277041,0.113285,0.121693,0.369508
cg18857467,0.86315,0.054649,0.069223,0.623475,0.64688,0.384146,0.527133
cg18876826,0.601028,0.080789,0.107704,0.054643,0.277269,0.056247,0.228903
cg18881723,0.052818,0.052009,0.18732,0.108372,0.083349,0.715193,0.255496
cg18901104,0.07876,0.07767,0.076543,0.072796,0.083043,0.084461,0.364056
cg18923906,0.288059,0.109546,0.10663,0.340239,0.624982,0.153978,0.208981
cg18976418,0.122231,0.508198,0.754723,0.078485,0.094282,0.160045,0.153308
cg19007249,0.087309,0.191174,0.351626,0.078101,0.077101,0.130695,0.094078
cg19009305,0.857676,0.521478,0.477837,0.586201,0.539922,0.639686,0.689241
cg19016694,0.218915,0.067903,0.062716,0.666653,0.478448,0.189352,0.472515
cg19039313,0.538491,0.158837,0.062853,0.298745,0.307308,0.198328,0.326461
cg19039673,0.448824,0.090712,0.138916,0.64568,0.315941,0.18736,0.349473
cg19057001,0.254297,0.116657,0.082985,0.131826,0.203684,0.525333,0.221631
cg19115490,0.215448,0.25079,0.193222,0.254361,0.254804,0.443178,0.210973
cg19116668,0.855545,0.692799,0.703301,0.618597,0.669311,0.659749,0.670587
cg19176391,0.329462,0.159558,0.147499,0.112058,0.115,0.113244,0.136598
cg19182289,0.06988,0.233896,0.403153,0.062881,0.072007,0.155679,0.077992
cg19190593,0.047352,0.311059,0.520521,0.870644,0.129283,0.599983,0.705282
cg19269039,0.926581,0.038849,0.055321,0.476113,0.229514,0.1399,0.706204
cg19296671,0.127138,0.323253,0.577064,0.191879,0.19996,0.400742,0.182657
cg19308132,0.079105,0.36471,0.148518,0.140043,0.128817,0.101068,0.076486
cg19310148,0.069808,0.066712,0.070395,0.265658,0.087628,0.090841,0.092578
cg19319487,0.578264,0.256191,0.348493,0.157991,0.097573,0.407096,0.378279
cg19344315,0.634829,0.178019,0.159726,0.209916,0.139388,0.184445,0.311718
cg19371652,0.072748,0.428969,0.463141,0.673615,0.512592,0.452061,0.519708
cg19378631,0.047322,0.203948,0.357485,0.052551,0.056023,0.200096,0.064799
cg19382157,0.751309,0.130396,0.143761,0.449052,0.487855,0.322081,0.330028
cg19400926,0.86891,0.422922,0.448328,0.21215,0.239544,0.421023,0.266121
cg19407453,0.077879,0.171713,0.151408,0.07702,0.078585,0.349341,0.166759
cg19426522,0.236218,0.264031,0.311836,0.22422,0.230649,0.496966,0.213049
cg19440734,0.046731,0.395695,0.666954,0.046695,0.057467,0.11884,0.110597
cg19453938,0.475356,0.108115,0.131731,0.179286,0.25599,0.13891,0.104302
cg19473529,0.039592,0.459256,0.068259,0.041545,0.046215,0.040801,0.108877
cg19476622,0.063723,0.061657,0.08973,0.111031,0.094169,0.383441,0.094576
cg19482025,0.119234,0.337093,0.536715,0.103912,0.099688,0.341021,0.14754
cg19516279,0.346643,0.148027,0.127206,0.127009,0.169547,0.090247,0.079364
cg19563510,0.044201,0.304908,0.493075,0.028709,0.035775,0.067959,0.032414
cg19583076,0.101022,0.244266,0.191339,0.284597,0.283281,0.525874,0.348476
cg19646165,0.915669,0.659691,0.656149,0.73099,0.538178,0.736335,0.731983
cg19704755,0.107062,0.171109,0.157813,0.151088,0.136208,0.172262,0.580654
cg19741167,0.044677,0.044239,0.04703,0.043074,0.051059,0.047858,0.205655
cg19760410,0.051321,0.049045,0.051369,0.055018,0.052562,0.253118,0.083555
cg19766471,0.316248,0.601273,0.307187,0.071273,0.075088,0.077257,0.09746
cg19867579,0.774908,0.614179,0.354136,0.578697,0.48304,0.212179,0.593951
cg19918549,0.068795,0.069793,0.064621,0.230801,0.096863,0.093684,0.559532
cg19924948,0.073593,0.086314,0.141952,0.072618,0.073318,0.378699,0.166687
cg20021790,0.577612,0.295985,0.332229,0.803992,0.213322,0.422713,0.592564
cg20025658,0.783608,0.055271,0.055871,0.154986,0.285724,0.079078,0.368458
cg20059337,0.78088,0.484247,0.573303,0.121725,0.090449,0.117268,0.409126
cg20147326,0.089503,0.296861,0.167639,0.055533,0.066032,0.551543,0.12691
cg20170271,0.127393,0.058,0.066795,0.406426,0.044678,0.112492,0.134367
cg20236089,0.787082,0.211573,0.165739,0.302216,0.105917,0.085253,0.154828
cg20251225,0.056636,0.061062,0.057651,0.191961,0.174182,0.067354,0.451766
cg20253872,0.067877,0.220591,0.165994,0.244171,0.22029,0.617796,0.175734
cg20254718,0.457185,0.187701,0.125316,0.468204,0.543287,0.73591,0.364327
cg20317872,0.94263,0.039404,0.080711,0.73296,0.444891,0.187007,0.749624
cg20380468,0.9372,0.072033,0.07731,0.232554,0.569239,0.565508,0.756899
cg20398418,0.311936,0.419004,0.383532,0.316523,0.31343,0.765985,0.299503
cg20430841,0.156247,0.301475,0.386802,0.115551,0.115871,0.617298,0.210113
cg20450123,0.836318,0.195597,0.215836,0.085191,0.17648,0.085218,0.512763
cg20472746,0.261856,0.068015,0.06436,0.272434,0.094483,0.097788,0.624329
cg20488673,0.88889,0.537521,0.648741,0.584144,0.445715,0.682875,0.561963
cg20541456,0.832024,0.037209,0.061747,0.032076,0.079109,0.441444,0.5145
cg20556803,0.119504,0.263361,0.250736,0.309801,0.263107,0.13022,0.539362
cg20570611,0.237276,0.482722,0.391104,0.231089,0.243403,0.708959,0.270057
cg20594304,0.063297,0.214163,0.369583,0.058465,0.055535,0.159692,0.069881
cg20595457,0.616206,0.227574,0.218048,0.217075,0.215756,0.16139,0.370562
cg20656868,0.586909,0.083786,0.07822,0.23503,0.066325,0.084429,0.131061
cg20660269,0.02791,0.023539,0.031115,0.044783,0.13658,0.052212,0.4679
cg20663852,0.096205,0.156215,0.158315,0.066595,0.062309,0.377848,0.124367
cg20686125,0.86206,0.511122,0.357436,0.268209,0.488124,0.326885,0.404425
cg20689730,0.769526,0.53979,0.388033,0.502914,0.582272,0.543808,0.331646
cg20721135,0.931326,0.698797,0.574081,0.320739,0.34057,0.582376,0.599204
cg20723412,0.909714,0.423691,0.448654,0.560647,0.668917,0.726512,0.709761
cg20732076,0.705988,0.090363,0.091887,0.056072,0.072822,0.290254,0.504722
cg20739013,0.161892,0.357627,0.601756,0.174318,0.17914,0.060301,0.1512
cg20744437,0.044869,0.107033,0.082141,0.056979,0.051278,0.266219,0.072941
cg20761187,0.326822,0.475082,0.672255,0.284927,0.302861,0.287961,0.240124
cg20762729,0.632773,0.42902,0.302846,0.067159,0.077222,0.263542,0.431586
cg20765716,0.929798,0.70781,0.396015,0.24971,0.563392,0.497773,0.715863
cg20784591,0.599006,0.313795,0.214398,0.349263,0.318684,0.155741,0.345558
cg20786131,0.078393,0.062898,0.077516,0.08441,0.088107,0.387098,0.079379
cg20850016,0.60281,0.271535,0.321977,0.044541,0.059095,0.353896,0.278052
cg20888995,0.759723,0.084512,0.112684,0.326953,0.100381,0.158214,0.528532
cg20889322,0.842608,0.533526,0.688941,0.381674,0.556914,0.55665,0.484771
cg20893838,0.781763,0.411823,0.514452,0.145265,0.390473,0.504724,0.477854
cg20910008,0.045663,0.048739,0.065751,0.626947,0.456578,0.146394,0.198472
cg20912205,0.620769,0.449063,0.468613,0.364706,0.255584,0.454871,0.297207
cg20916427,0.659837,0.489639,0.474255,0.448151,0.478137,0.335696,0.43725
cg20931972,0.876309,0.610736,0.638632,0.291313,0.576158,0.595573,0.633965
cg20945261,0.658996,0.334879,0.307686,0.460596,0.415304,0.163359,0.322516
cg20945853,0.186906,0.308549,0.664139,0.143804,0.12001,0.332922,0.148347
cg20955688,0.051861,0.041365,0.044168,0.041022,0.044015,0.042842,0.373599
cg20970369,0.651868,0.250427,0.194449,0.458824,0.491241,0.191186,0.414172
cg20995304,0.741402,0.451167,0.498973,0.482929,0.541172,0.52854,0.394692
cg21002651,0.058973,0.054796,0.077907,0.053339,0.049123,0.051961,0.238002
cg21011133,0.485427,0.106986,0.105246,0.17859,0.167964,0.11345,0.289957
cg21022247,0.783342,0.329956,0.273466,0.472188,0.501224,0.527511,0.598479
cg21024495,0.06162,0.407338,0.62717,0.102379,0.061299,0.196344,0.070119
cg21027517,0.094711,0.249466,0.070504,0.035512,0.038554,0.039921,0.041056
cg21031035,0.727202,0.530743,0.571638,0.402579,0.493978,0.431639,0.228048
cg21113318,0.836485,0.07477,0.068855,0.378661,0.564737,0.148265,0.220498
cg21115691,0.052996,0.036558,0.046271,0.034513,0.034388,0.096215,0.339604
cg21142743,0.696835,0.411668,0.41261,0.096469,0.135296,0.170705,0.349556
cg21167046,0.868794,0.650768,0.647595,0.078096,0.106465,0.583722,0.673578
cg21204860,0.32448,0.062554,0.122875,0.779391,0.487563,0.516318,0.565213
cg21226516,0.191661,0.257998,0.240801,0.192781,0.20248,0.5507,0.198432
cg21232161,0.087359,0.282845,0.356983,0.097043,0.250829,0.785665,0.544324
cg21253721,0.231479,0.082835,0.110811,0.212197,0.222869,0.474755,0.215121
cg21254939,0.101936,0.111681,0.121072,0.143593,0.081256,0.524757,0.146941
cg21268578,0.15558,0.563726,0.355832,0.053251,0.049617,0.047673,0.260622
cg21271945,0.773638,0.504013,0.462134,0.313553,0.411376,0.602322,0.559648
