F1,TS222,TS223,TS224,TS225,TS226,TS227,TS228,TS230,TS231,TS232,TS233,TS234,TS235,TS236,TS237,TS239,TS240,TS241,TS242,TS243,TS244,TS245,TS246,TS247
cg15535471,0.510946102,0.530446331,0.638707267,0.581124442,0.547296363,0.6397014,0.558208348,0.588448178,0.526060185,0.503565081,0.627500803,0.618528973,0.576906532,0.473406352,0.488335404,0.558455572,0.48646176,0.480443729,0.612951681,0.419050475,0.61130037,0.486651325,0.537418134,0.553148368
cg15569052,0.111216868,0.08533964,0.097567775,0.135019103,0.096755393,0.114304302,0.107671937,0.115536968,0.103463948,0.162560476,0.095478485,0.109037117,0.122539096,0.110377032,0.144455673,0.133306477,0.099496037,0.124241914,0.116354389,0.114227003,0.112867941,0.106159166,0.125585547,0.143875947
cg15577373,0.217986074,0.200234503,0.173364156,0.179191304,0.171164565,0.207578973,0.227273137,0.187986102,0.286214936,0.226320204,0.178946083,0.224740042,0.183192812,0.214051023,0.202107115,0.223410898,0.170484636,0.231211084,0.200059801,0.241248171,0.195045663,0.264482829,0.184116011,0.25337696
cg15588215,0.161758626,0.163083422,0.166935444,0.144812783,0.143370247,0.148963596,0.146335677,0.153831178,0.135694961,0.151437984,0.153694861,0.140935718,0.159785828,0.194177163,0.16584107,0.167430643,0.173511918,0.162728804,0.147074414,0.165513,0.157308357,0.163663199,0.155137671,0.155597097
cg15607358,0.473194858,0.467906987,0.435451287,0.443905138,0.406897209,0.387963629,0.4161861,0.448983835,0.437738664,0.392870076,0.402211125,0.442464639,0.400962157,0.422901994,0.468143952,0.458764873,0.47026238,0.4422081,0.435900573,0.444128258,0.458528678,0.476009566,0.464653112,0.424585397
cg15626112,0.162957736,0.199223509,0.222428974,0.19337058,0.177371389,0.21368119,0.209298539,0.196995434,0.157195341,0.199179477,0.200449007,0.214219233,0.203617544,0.184666714,0.191432773,0.210542157,0.161066504,0.188306997,0.202969884,0.184047839,0.224184703,0.166159959,0.141985767,0.233472976
cg15647617,0.564759655,0.553475372,0.517661306,0.540304987,0.551189636,0.542709014,0.533665178,0.543525774,0.476155799,0.559701468,0.545357717,0.490858666,0.547646308,0.594546124,0.510728056,0.558023239,0.54712593,0.517268961,0.517546883,0.491422458,0.594882794,0.512593063,0.506492326,0.589604206
cg15657641,0.184974575,0.215505333,0.164634279,0.197999399,0.191199875,0.165333401,0.177691722,0.190068783,0.175183478,0.203308348,0.172242125,0.199122954,0.199899487,0.216893317,0.214709224,0.204317082,0.193830587,0.215284141,0.21389759,0.257224611,0.17675404,0.232923253,0.216811398,0.166839506
cg15678817,0.100785804,0.103474384,0.060690677,0.10423876,0.09677784,0.059243158,0.073513824,0.087763139,0.074532676,0.112304501,0.069780234,0.067928403,0.098123248,0.067650318,0.06359779,0.090458019,0.060283743,0.069728507,0.086548472,0.078695842,0.090378418,0.103345901,0.085528602,0.094831996
cg15691199,0.103755461,0.083153736,0.068840753,0.072218083,0.082479374,0.085115247,0.063234923,0.061831167,0.069566634,0.099413683,0.061157731,0.064415548,0.102592556,0.154900152,0.103308401,0.104995036,0.112776241,0.06461912,0.072930264,0.091918025,0.086000716,0.118101981,0.063091459,0.077814562
cg15694715,0.350072972,0.358979167,0.36688817,0.331050721,0.329310419,0.37365067,0.348105538,0.400032981,0.338513733,0.287579126,0.339095399,0.372305619,0.379845688,0.398906637,0.313261515,0.395160423,0.386241936,0.326071007,0.359002659,0.388210719,0.396953249,0.355544962,0.329976047,0.338400573
cg15698795,0.139720699,0.143771344,0.116156138,0.155299968,0.138525817,0.103204771,0.138897356,0.113296304,0.1223834,0.166654644,0.13057939,0.132792122,0.122436878,0.098697291,0.139742342,0.142477226,0.108104355,0.097011763,0.117673471,0.129826405,0.157203104,0.121703107,0.1253431,0.133178752
cg15722438,0.178909668,0.167671558,0.151073654,0.187566432,0.17575781,0.146108859,0.184399797,0.149699755,0.151750362,0.205594579,0.165861952,0.162829329,0.173219364,0.152928777,0.176291219,0.172853746,0.139083411,0.144681841,0.156902071,0.166562758,0.172840647,0.168302939,0.175209649,0.176841935
cg15752436,0.181605719,0.197176842,0.165848584,0.220145482,0.224921597,0.188221453,0.197386041,0.158851721,0.161631117,0.233074728,0.202143131,0.161034313,0.215543135,0.159899573,0.180834024,0.19654548,0.143151481,0.157670657,0.183559368,0.161653838,0.208148453,0.180533207,0.177897666,0.202556608
cg15756507,0.395009824,0.381620653,0.449524641,0.390714246,0.394385397,0.427360254,0.407379216,0.42379192,0.361841979,0.39698478,0.433707747,0.405306738,0.395356142,0.350893186,0.391611288,0.408686888,0.36592794,0.338898715,0.435910393,0.338533826,0.406680686,0.401586357,0.384148858,0.430799934
cg15815827,0.224728692,0.240561177,0.215591502,0.247756694,0.216835672,0.206058673,0.222539274,0.215326105,0.212306025,0.219768218,0.223446101,0.21674443,0.244806488,0.263367576,0.253009399,0.25750815,0.23123251,0.244358572,0.239286846,0.230739784,0.230196765,0.266141334,0.224893377,0.251407737
cg15821562,0.351378019,0.335324982,0.329337187,0.341798705,0.327291114,0.336278971,0.34288867,0.343297896,0.318206805,0.359252164,0.327535376,0.300854387,0.370611947,0.296572559,0.331840396,0.343523049,0.307726175,0.355952077,0.33476717,0.325080257,0.377594467,0.324931386,0.340645471,0.380006988
cg15829728,0.264708626,0.257134745,0.233227697,0.239223466,0.234985183,0.198012545,0.145795882,0.205453198,0.237060434,0.198640002,0.156283701,0.241588337,0.25310169,0.341716801,0.265012511,0.245566533,0.244215308,0.250568484,0.221589171,0.292678711,0.21001679,0.297947243,0.225295237,0.272417893
cg15832300,0.276981806,0.275504076,0.227606784,0.308419331,0.230709543,0.243970039,0.25560553,0.257642785,0.238996105,0.301736083,0.234907888,0.275993319,0.275599133,0.228761164,0.246297947,0.270310734,0.265679987,0.289749248,0.268468743,0.279644908,0.268807785,0.310979095,0.232912734,0.264942737
cg15834395,0.268605753,0.256311409,0.252058523,0.279659121,0.276888167,0.276225918,0.275020846,0.258243245,0.23605779,0.28810826,0.26775254,0.27442193,0.263899612,0.2604905,0.264613288,0.260839223,0.245464507,0.229233837,0.27965725,0.247255362,0.278559951,0.26245188,0.283989305,0.292249383
cg15871766,0.617060301,0.614845709,0.616212944,0.642086321,0.623790645,0.624244016,0.653798365,0.645658555,0.616122754,0.641388121,0.605491401,0.558566133,0.575446508,0.511181756,0.551298963,0.5984054,0.561294871,0.62185229,0.624726053,0.58402728,0.614153521,0.563516283,0.607865128,0.642373127
cg15890754,0.258507655,0.266569479,0.32008729,0.309255694,0.2871627,0.256927939,0.38333685,0.278825586,0.346769835,0.247938195,0.281204889,0.284494917,0.287624126,0.341482327,0.309507574,0.31758778,0.304726166,0.366269719,0.317544304,0.368685903,0.342340083,0.310546901,0.402406263,0.255876045
cg15893360,0.655368557,0.57692998,0.597082063,0.571318602,0.567984675,0.633257535,0.629094835,0.619971304,0.580815467,0.578364022,0.589349418,0.583490455,0.603145155,0.546153755,0.554749239,0.658591751,0.572019316,0.577895117,0.607429075,0.649970664,0.638777453,0.563829963,0.625172457,0.598806312
cg15896892,0.262819686,0.249488057,0.362786754,0.310209533,0.316939586,0.345743627,0.325216135,0.278158007,0.259142538,0.260538037,0.284044136,0.316954612,0.340302195,0.386825177,0.332904785,0.331171265,0.3329221,0.308342652,0.255237128,0.233693792,0.346032249,0.296974295,0.274227601,0.315988871
cg15906007,0.342819947,0.328836371,0.314223671,0.278891564,0.279700401,0.294544727,0.347173633,0.308620772,0.323407572,0.339724542,0.27830253,0.314972239,0.320221083,0.273060384,0.305931213,0.334155238,0.325158663,0.332894954,0.316087821,0.321638332,0.32539858,0.328767327,0.307695515,0.336252946
cg15929276,0.145346728,0.132362476,0.158568688,0.127626772,0.126913335,0.141917302,0.1052509,0.147698165,0.137201241,0.116757021,0.136791114,0.127369019,0.13085315,0.195252938,0.171522358,0.16863151,0.139708932,0.162509302,0.139060761,0.165824297,0.145554633,0.171987182,0.150896503,0.147805353
cg16013543,0.186896317,0.17866345,0.157430803,0.156347607,0.171370635,0.163428651,0.124971103,0.149684171,0.141773763,0.181444888,0.162154334,0.129951035,0.15589014,0.255892301,0.223909776,0.188191113,0.207287283,0.149109823,0.144150445,0.201832,0.161639886,0.217752238,0.140893523,0.166796076
cg16024891,0.172142073,0.210732123,0.172927484,0.163987411,0.177489611,0.163307937,0.166321279,0.163648069,0.192146721,0.17397719,0.153712425,0.183833421,0.164430106,0.219621492,0.203718207,0.181723055,0.196081022,0.205435929,0.151674538,0.20099634,0.152220066,0.211190546,0.170361319,0.167767441
cg16042943,0.532130969,0.465786052,0.511506337,0.466972539,0.480965248,0.499968155,0.543073286,0.512061338,0.505153887,0.522346855,0.437099038,0.499109552,0.483485285,0.484497998,0.494454947,0.52432939,0.487789886,0.536407897,0.474000644,0.532861752,0.4554539,0.501563793,0.503257037,0.526115728
cg16058600,0.492038876,0.479563838,0.454036204,0.473555962,0.475033114,0.451894773,0.447382774,0.426045063,0.482661258,0.466951503,0.444734087,0.520766694,0.485327205,0.543058545,0.491726927,0.493917484,0.519752845,0.467569735,0.481351743,0.53867148,0.480494762,0.554420766,0.531793576,0.480540873
cg16154857,0.597425378,0.569781364,0.657055058,0.572965089,0.575140026,0.596843753,0.592043024,0.614696878,0.615336195,0.539073261,0.565218731,0.607663773,0.592831836,0.506832864,0.523474783,0.578041676,0.54925927,0.565948122,0.583456401,0.504563828,0.586132434,0.531341451,0.61771092,0.588553207
cg16178415,0.21168122,0.206951437,0.181012756,0.19571857,0.173046287,0.189347091,0.209087916,0.218961317,0.197251521,0.210224329,0.172021841,0.180758584,0.196533705,0.168264038,0.175545983,0.198021332,0.179558818,0.20480013,0.216082937,0.220498877,0.199557856,0.202880922,0.206783368,0.19092042
cg16202624,0.113962896,0.133005611,0.123990229,0.136384844,0.104547111,0.122176251,0.124709434,0.130981134,0.156463043,0.140618185,0.126297005,0.129984316,0.102378729,0.135507285,0.145990055,0.149477818,0.140784824,0.185604188,0.11203664,0.145610706,0.105265418,0.149353592,0.166024369,0.120338888
cg16256390,0.148055549,0.131561865,0.1428303,0.108526024,0.123205641,0.116878278,0.108766922,0.12142401,0.128384025,0.116723457,0.122062415,0.118925813,0.143091712,0.194804311,0.167694355,0.153812938,0.153423614,0.118398726,0.137863482,0.171358039,0.116566675,0.168708788,0.121590042,0.126694708
cg16301004,0.304722283,0.301341303,0.233825645,0.319298192,0.263586188,0.24630794,0.286533536,0.283946993,0.300019443,0.311869409,0.222329956,0.245782748,0.245680512,0.280974522,0.301082434,0.28835249,0.295095778,0.300028946,0.24451485,0.324509764,0.281911122,0.345605255,0.258652426,0.302486133
cg16306654,0.541529059,0.563384485,0.591099141,0.538201467,0.523973085,0.570856106,0.576951167,0.586250695,0.562591473,0.522019707,0.519962622,0.593346766,0.528880951,0.498822655,0.524629714,0.560640588,0.557187604,0.572119954,0.597173149,0.555565622,0.574058872,0.519051823,0.577200552,0.519169507
cg16335868,0.233038368,0.283917679,0.241575593,0.244073367,0.237919635,0.240736111,0.23311921,0.266319918,0.262983246,0.3442839,0.338690626,0.269676744,0.276854049,0.305297892,0.268757711,0.283955835,0.255325953,0.273213905,0.265584989,0.304790463,0.246871633,0.292294655,0.270836815,0.287816585
cg16357582,0.401832834,0.4036838,0.385991572,0.400385806,0.372918545,0.403320748,0.405050415,0.407118854,0.407035953,0.392584966,0.367313955,0.396795781,0.38625516,0.368489312,0.382825116,0.387265214,0.368834008,0.363151039,0.417743661,0.39759258,0.410970795,0.368865191,0.372118281,0.383979832
cg16378015,0.592595192,0.578241449,0.636010122,0.573136056,0.587304308,0.629931146,0.578855974,0.616864893,0.579241791,0.565893879,0.602715462,0.608926804,0.616007046,0.610638579,0.565524361,0.593432588,0.644644086,0.55566943,0.624987556,0.579326475,0.632630081,0.585928718,0.566597873,0.583785625
cg16382047,0.343654372,0.278883775,0.277768901,0.289168043,0.294714512,0.310644984,0.277416452,0.259484917,0.339640544,0.369634931,0.28454729,0.254054643,0.324104338,0.425908449,0.362614578,0.309811769,0.349056534,0.399039417,0.314720666,0.393418968,0.324731328,0.360806273,0.324994475,0.307791148
cg16384864,0.575167401,0.548212023,0.606818577,0.585119723,0.594801119,0.598817813,0.593298656,0.583320083,0.584857731,0.541806133,0.615050688,0.572699855,0.59343476,0.517821887,0.517449432,0.565565721,0.570864367,0.554085338,0.5895673,0.510712162,0.586169807,0.549251757,0.538287877,0.528959344
cg16417118,0.481298138,0.508269142,0.575137993,0.474772917,0.536568745,0.570532375,0.553267824,0.533295904,0.55168512,0.507252818,0.553704396,0.532656348,0.477726054,0.50109477,0.508830294,0.517313823,0.546072016,0.447621607,0.518706992,0.496673702,0.525488376,0.500553899,0.520843422,0.53457542
cg16443148,0.182716767,0.159867698,0.174526361,0.174169838,0.165789278,0.152292784,0.134747002,0.171466656,0.159043878,0.141066641,0.138086757,0.164401844,0.16715965,0.13170089,0.193887211,0.158834051,0.176501216,0.227396058,0.169196709,0.23123375,0.191411805,0.200577356,0.236481458,0.176835886
cg16474184,0.15398186,0.132380379,0.188343299,0.173261758,0.145789541,0.170060871,0.15107243,0.179087624,0.147172061,0.177982077,0.157399132,0.177257204,0.155857257,0.219637002,0.18894611,0.173142842,0.193476709,0.166425726,0.147406514,0.177616696,0.166394714,0.140492266,0.167161135,0.166540177
cg16505233,0.087499735,0.11325203,0.092000925,0.132300732,0.13397259,0.102098262,0.103830594,0.077451375,0.095040754,0.16298203,0.114501447,0.105204441,0.126479672,0.086382519,0.110574489,0.104346762,0.071561824,0.096168109,0.101748307,0.091810775,0.093678442,0.121410683,0.100794341,0.123004644
cg16510793,0.146503845,0.140606995,0.139581888,0.144473536,0.160770157,0.136353745,0.135120088,0.133373885,0.163879133,0.141448827,0.138104939,0.156385411,0.161799783,0.193995286,0.168385959,0.161702655,0.169472761,0.143394517,0.135733485,0.17270441,0.156229451,0.18544119,0.15658768,0.152132597
cg16516405,0.291292564,0.278969933,0.320450599,0.351488428,0.300258803,0.418770423,0.350499921,0.365446907,0.334069808,0.33743467,0.40010483,0.405857256,0.381187668,0.341094423,0.311589389,0.394295487,0.343427632,0.319700151,0.400973469,0.328307526,0.411846392,0.333885732,0.3428333,0.324438157
cg16536330,0.203140374,0.19545584,0.176456584,0.181820346,0.187907595,0.223059715,0.224669871,0.191440552,0.198091637,0.207246382,0.179566131,0.2204411,0.208184522,0.177965614,0.19156613,0.212357545,0.197303958,0.199574029,0.194751111,0.205057935,0.215942952,0.19687263,0.184161409,0.177894389
cg16553500,0.228572632,0.177831336,0.203185038,0.194877646,0.163795044,0.131077935,0.189970221,0.194821343,0.175317207,0.182153734,0.170179737,0.189779585,0.18660773,0.262950361,0.228041426,0.232104075,0.234312809,0.190458997,0.157637759,0.233450532,0.169235333,0.260825402,0.19401781,0.162214021
cg16565294,0.510442114,0.495448266,0.569677395,0.543935916,0.58009119,0.592834268,0.574167117,0.535782813,0.48867662,0.54175638,0.590486095,0.553656775,0.605161402,0.500686877,0.495909824,0.530647206,0.500728706,0.486173787,0.535680924,0.459607573,0.590357227,0.483072454,0.531394472,0.569555769
cg16582517,0.342069555,0.399037286,0.449203289,0.371902276,0.346634102,0.471901424,0.338817655,0.38322863,0.45612868,0.405237327,0.449788386,0.42712601,0.431811373,0.349640177,0.298071222,0.365843867,0.450041135,0.343539107,0.442626116,0.434705732,0.414203491,0.371410919,0.286611936,0.322437557
cg16597079,0.264336821,0.280715422,0.307423445,0.274618635,0.297299729,0.300136764,0.313309554,0.279303661,0.256460705,0.268657589,0.270268078,0.294347446,0.305923034,0.2673479,0.242023494,0.31374842,0.274207158,0.286674873,0.281519674,0.257192304,0.32893877,0.266784946,0.247389298,0.281511318
cg16618104,0.274813643,0.3331895,0.304834371,0.294051907,0.281421267,0.276281441,0.276734551,0.32412993,0.346241492,0.298708957,0.312558524,0.310707824,0.254703414,0.298076096,0.29844261,0.267106156,0.31652499,0.315067068,0.286466307,0.35910925,0.257459837,0.342996653,0.296220378,0.283054685
cg16635948,0.136408822,0.164909716,0.163663705,0.129952333,0.133997743,0.135687756,0.135678318,0.1544707,0.133988239,0.150089931,0.125888772,0.15912296,0.175896668,0.218630866,0.178413426,0.159430865,0.18990652,0.173947905,0.156906865,0.1806857,0.14270772,0.19614399,0.159438694,0.143393041
cg16651877,0.403918737,0.404864055,0.399419646,0.393130332,0.374161963,0.378711948,0.411761903,0.393811107,0.385282716,0.390617208,0.378270944,0.376831433,0.378063262,0.453241792,0.422119017,0.419051923,0.419580201,0.406176945,0.360066531,0.422297309,0.391653117,0.420778276,0.387061337,0.394716471
cg16677191,0.505486665,0.461023565,0.44226174,0.460838495,0.428927184,0.415593591,0.436409478,0.467151593,0.489773613,0.489808362,0.396522636,0.439386906,0.398145002,0.499392045,0.495831564,0.483875912,0.498242004,0.506606428,0.438181462,0.533542088,0.443004254,0.507741465,0.449563831,0.476950718
cg16692249,0.191392368,0.308331888,0.205047361,0.26200342,0.227230402,0.181646338,0.194259296,0.225687289,0.272412276,0.288524488,0.196010992,0.261880207,0.181848656,0.228469255,0.286036402,0.281677749,0.264766477,0.301757746,0.236515093,0.312891383,0.183224515,0.298786422,0.257083869,0.260424077
cg16704703,0.469085109,0.500812963,0.480025902,0.453366412,0.469706423,0.466472223,0.466183782,0.460874443,0.456481412,0.507961495,0.515598905,0.484332381,0.486476641,0.467350952,0.456271933,0.471840475,0.471059644,0.484282731,0.516979115,0.515201363,0.497134614,0.456810462,0.43950804,0.530620398
cg16714154,0.184592053,0.201739992,0.163568764,0.196458959,0.158154255,0.149228845,0.159513484,0.181656835,0.181802535,0.214017432,0.158050139,0.175151308,0.187696758,0.192339927,0.220830036,0.204939211,0.180925858,0.206685426,0.191269729,0.232588613,0.168904124,0.231843368,0.188598744,0.211689427
cg16721194,0.202765471,0.216482935,0.153393437,0.211272135,0.197663129,0.148756208,0.181589196,0.196603436,0.189241637,0.204051579,0.168526216,0.183211843,0.200326637,0.188186852,0.199379212,0.187411523,0.180386376,0.224578107,0.185556479,0.246379951,0.178954373,0.226112296,0.212476819,0.19334985
cg16731157,0.122685791,0.109402462,0.098786363,0.098246534,0.118064927,0.098037846,0.097897057,0.114437751,0.096608451,0.109210279,0.109988785,0.102299395,0.097910411,0.150544784,0.125153163,0.124199456,0.127145238,0.098690428,0.103210107,0.109628464,0.116827997,0.137142659,0.104436015,0.103209909
cg16736826,0.453441972,0.457589175,0.496469488,0.485810362,0.459556891,0.4960927,0.469102949,0.466089916,0.478476889,0.434782739,0.469297437,0.489699067,0.469952563,0.496524128,0.494836171,0.503505575,0.504268727,0.51768906,0.466935902,0.466764976,0.477471532,0.490579017,0.46601761,0.448220337
cg16749930,0.107729351,0.112597044,0.10740202,0.136412076,0.113421112,0.09420389,0.125732527,0.101607074,0.087494939,0.131859107,0.113547881,0.090286709,0.118799482,0.101572843,0.120462268,0.116564943,0.091618988,0.110669888,0.111563854,0.095960899,0.120696389,0.118697312,0.111276861,0.099876903
cg16797421,0.20941959,0.189698975,0.208182124,0.202229165,0.210903162,0.204554847,0.195146746,0.20091093,0.183758787,0.211971961,0.160198048,0.210270481,0.215525432,0.179343932,0.188193078,0.240334001,0.181759777,0.230515907,0.200208383,0.222832597,0.207759534,0.246208758,0.234517631,0.241726698
cg16807061,0.145473036,0.163399602,0.153785629,0.138914402,0.152672454,0.148542423,0.15520372,0.135423997,0.150614364,0.143672757,0.144570001,0.148374905,0.167792109,0.192723822,0.164646336,0.150775291,0.164617702,0.153739172,0.150327208,0.164037159,0.143291265,0.177131901,0.15080331,0.134566339
cg16808156,0.450994292,0.456986401,0.486443243,0.448546318,0.448190299,0.472958512,0.442600898,0.492332656,0.480088376,0.472594195,0.421718205,0.443765893,0.406044022,0.453891617,0.454689254,0.459871696,0.489751741,0.501674698,0.435221987,0.502581466,0.398866778,0.469520518,0.407906226,0.443417028
cg16810279,0.096150781,0.084478459,0.071943067,0.085062198,0.078715249,0.073804011,0.075755534,0.075734759,0.084640497,0.095756603,0.074256436,0.102092649,0.081887519,0.130829944,0.101533708,0.083656497,0.10011878,0.104874736,0.082359714,0.108211148,0.073592935,0.119633987,0.096109347,0.103537401
cg16814786,0.432750055,0.463834998,0.401477813,0.394144217,0.405226016,0.361232254,0.41253382,0.386604588,0.421777652,0.394317106,0.356774989,0.383364953,0.342596938,0.441839549,0.438129991,0.421886114,0.3850455,0.448817006,0.437646836,0.475149185,0.366837281,0.476990045,0.394492906,0.393395847
cg16817070,0.212492174,0.216681735,0.229309726,0.211930962,0.221476943,0.221413013,0.217195694,0.239639069,0.228216647,0.220716977,0.230512888,0.223880181,0.216494246,0.224325664,0.219831466,0.239303146,0.247152626,0.242258343,0.224936766,0.233154591,0.241638484,0.246399899,0.245071923,0.225888243
cg16821992,0.19573309,0.215528315,0.18730569,0.188368872,0.183482768,0.166088393,0.170813304,0.18585614,0.189553723,0.209423562,0.174531577,0.208484133,0.178538514,0.241615374,0.227365384,0.216322303,0.222904404,0.217752249,0.182017206,0.249930741,0.164748325,0.234934048,0.208638205,0.217210584
cg16822174,0.534462418,0.503574673,0.465936675,0.518530847,0.499062185,0.523542903,0.50101956,0.518087459,0.551550051,0.488274433,0.449322679,0.466960756,0.448415382,0.452715129,0.457835071,0.472411391,0.532466853,0.556708462,0.465610534,0.506788968,0.476058863,0.543625461,0.516702687,0.491728927
cg16847760,0.492100827,0.471754986,0.473772401,0.419879438,0.461099802,0.439920171,0.39486407,0.443592058,0.433017848,0.462316597,0.452977465,0.425789461,0.467955308,0.53013538,0.500136579,0.477115431,0.455984017,0.455472211,0.474524813,0.506504563,0.431604996,0.503705193,0.430833073,0.491324109
cg16860004,0.168297214,0.183893195,0.173999829,0.181737245,0.192511182,0.153281131,0.146842804,0.176531828,0.211379915,0.176097266,0.14608752,0.19986238,0.129029148,0.164375092,0.200716285,0.179865596,0.166954273,0.222200652,0.192145781,0.231041876,0.140670447,0.228508925,0.22378027,0.174539912
cg16861964,0.146999735,0.173673323,0.150322535,0.138492491,0.12176233,0.167892783,0.141353489,0.185515061,0.185730671,0.149823863,0.18059429,0.193033968,0.124496407,0.17104916,0.191037282,0.174706905,0.150785887,0.152642753,0.180020326,0.203231905,0.15301329,0.180201917,0.158106533,0.200027657
cg16871828,0.273650152,0.291193016,0.264371773,0.26144848,0.253945319,0.236235311,0.255018152,0.280858769,0.303002798,0.286048745,0.23812454,0.266135148,0.270554976,0.301143199,0.282045849,0.288450104,0.293486772,0.305063826,0.282262131,0.333818989,0.248601796,0.327212602,0.295268841,0.268829798
cg16873443,0.175505677,0.196005261,0.181711907,0.190765998,0.17414904,0.172325053,0.205731543,0.214023523,0.161601839,0.204326856,0.178012831,0.178743737,0.157097714,0.176129671,0.202087741,0.209225474,0.176572473,0.230778348,0.182239194,0.228139094,0.153505675,0.21565493,0.212264987,0.140586609
cg16893868,0.158534378,0.1570062,0.120241351,0.114101437,0.154636313,0.136988766,0.118669637,0.111375055,0.171350587,0.163388077,0.136074792,0.119001737,0.143915221,0.26132178,0.188126795,0.181537418,0.173703168,0.171312399,0.140761281,0.20953308,0.129002441,0.23152284,0.130024801,0.168132926
cg16919680,0.584149354,0.52488536,0.568049662,0.578969673,0.532939129,0.568584456,0.534228769,0.550199343,0.591245728,0.522949371,0.554910976,0.538824687,0.548153774,0.494744503,0.511513574,0.546609907,0.53837206,0.540486655,0.579749303,0.541356234,0.598848321,0.547612773,0.533141123,0.57572365
cg16924010,0.086591016,0.091566936,0.083101605,0.1033932,0.092128545,0.074727928,0.071542618,0.076882094,0.091151566,0.103404166,0.068071782,0.092135839,0.095609629,0.074197183,0.085625576,0.09027221,0.076195594,0.084163709,0.084108124,0.100990578,0.100352034,0.08030354,0.091745614,0.101978
cg16927242,0.122635119,0.09515891,0.11519166,0.114103063,0.114752505,0.129628571,0.13093021,0.131443341,0.127738335,0.115359207,0.124712968,0.119286575,0.110756926,0.173534628,0.143064964,0.12848226,0.138480914,0.127960652,0.098033467,0.154893893,0.109484341,0.154334737,0.126201032,0.115118064
cg16941568,0.414402969,0.354973534,0.357681634,0.376592593,0.351592959,0.374555016,0.364055428,0.358111271,0.402169233,0.387650869,0.367949292,0.380845053,0.36049978,0.384958069,0.408299222,0.371718472,0.397978062,0.37006053,0.360445868,0.412903967,0.364515973,0.424567899,0.376710736,0.37562161
cg16993754,0.216641738,0.244647371,0.199567555,0.17645793,0.200162293,0.170827811,0.16873698,0.199769777,0.182340188,0.187781272,0.17136158,0.218031374,0.182987731,0.191501886,0.253566193,0.204417497,0.166758976,0.225221818,0.253858286,0.267795513,0.204262581,0.268203683,0.219743917,0.215253709
cg17009616,0.258341851,0.264872747,0.230896671,0.25808776,0.24627149,0.224349318,0.230280523,0.242894986,0.234536188,0.269138022,0.231708202,0.240896017,0.258899263,0.259395195,0.24790257,0.252674258,0.249444558,0.246827643,0.220633937,0.268525703,0.241808352,0.265491004,0.241426469,0.258588189
cg17033047,0.1213372,0.134223674,0.150463642,0.121195132,0.127662114,0.128307203,0.158474025,0.141880724,0.107771197,0.118284365,0.142810573,0.151670457,0.110539143,0.182839618,0.170879021,0.136958642,0.182876599,0.101213862,0.109354105,0.124867113,0.109912426,0.132925372,0.103183579,0.09626774
cg17042439,0.575852402,0.539420788,0.60280086,0.554853331,0.578467448,0.582176606,0.499325912,0.537252443,0.504840299,0.524778083,0.577659799,0.556693299,0.602880441,0.646018206,0.586025536,0.558545086,0.553188166,0.506605504,0.579917775,0.470930979,0.614627918,0.564983039,0.501026294,0.590971544
cg17054060,0.128253652,0.215520822,0.20963592,0.168912434,0.172708879,0.142921499,0.1532077,0.146247943,0.218509329,0.209655853,0.223296362,0.167079371,0.177962771,0.25086243,0.136269283,0.178416509,0.229701108,0.279162616,0.134556847,0.269181831,0.130702685,0.244689908,0.174312253,0.220126456
cg17056607,0.258904285,0.256270373,0.231139732,0.240747557,0.242865575,0.220447598,0.221381283,0.238045173,0.268937507,0.254518249,0.212824152,0.241633615,0.226834543,0.321571958,0.289776079,0.265648296,0.26526871,0.269155812,0.237006308,0.302095205,0.221879307,0.301940078,0.246263081,0.259286198
cg17074014,0.519386723,0.565108873,0.491795389,0.517735649,0.537973905,0.467333588,0.496146364,0.444303437,0.464433254,0.554183854,0.492113282,0.455036776,0.528593724,0.400837471,0.537577061,0.483811025,0.539073991,0.548704789,0.434503667,0.572292538,0.440661696,0.56301095,0.473465342,0.563317114
cg17088014,0.639567098,0.590875736,0.576421254,0.58691523,0.559905843,0.540807254,0.603392255,0.598211731,0.612376782,0.528681798,0.528122085,0.530800756,0.547867853,0.569219796,0.58129072,0.584201162,0.615564432,0.639534383,0.573130665,0.655048702,0.556422205,0.618867413,0.622194895,0.580326539
cg17115419,0.629333572,0.646311522,0.682071485,0.611981882,0.624587258,0.697347509,0.63717543,0.652887024,0.611374071,0.626555168,0.686449897,0.686598441,0.686222919,0.623680417,0.625932065,0.694595315,0.640497345,0.613086281,0.673641105,0.608240705,0.708441823,0.6352366,0.583572727,0.637758854
cg17130457,0.441223638,0.447262111,0.372654827,0.386178618,0.388321875,0.358173948,0.446219846,0.396685663,0.456258407,0.452605424,0.361771139,0.441726464,0.375912213,0.377181396,0.392480313,0.474343794,0.40493979,0.431142552,0.357495579,0.487042256,0.394944702,0.455675513,0.419839797,0.446447671
cg17157894,0.121331994,0.098557669,0.095080569,0.124105457,0.10736779,0.113651441,0.10933926,0.108308595,0.086362132,0.149768188,0.139785478,0.093303459,0.114667732,0.10794356,0.1002902,0.102969913,0.091762431,0.093933986,0.098955449,0.116883126,0.113072769,0.104089214,0.092781129,0.111124277
